symbol,longName,quoteType,currency,search_country,marketCap,Market_Cap,name
002408.SZ,"Zibo Qixiang Tengda Chemical Co., Ltd",EQUITY,CNY,china,"{'raw': 22087624704, 'fmt': '22.088B', 'longFmt': '22,087,624,704'}",3223811926,qixiang
002926.SZ,"HUAXI Securities Co., Ltd.",EQUITY,CNY,china,"{'raw': 22076248064, 'fmt': '22.076B', 'longFmt': '22,076,248,064'}",3222151442,huaxi
000988.SZ,Huagong Tech Company Limited,EQUITY,CNY,china,"{'raw': 22080780288, 'fmt': '22.081B', 'longFmt': '22,080,780,288'}",3222812945,huagong
603786.SS,"KEBODA TECHNOLOGY Co., Ltd.",EQUITY,CNY,china,"{'raw': 21986971648, 'fmt': '21.987B', 'longFmt': '21,986,971,648'}",3209121051,keboda
600116.SS,"Chongqing Three Gorges Water Conservancy and Electric Power Co., Ltd.",EQUITY,CNY,china,"{'raw': 22027853824, 'fmt': '22.028B', 'longFmt': '22,027,853,824'}",3215088033,"chongqing,three"
603713.SS,"Milkyway Chemical Supply Chain Service Co., Ltd.",EQUITY,CNY,china,"{'raw': 21910026240, 'fmt': '21.91B', 'longFmt': '21,910,026,240'}",3197890440,milkyway
301155.SZ,"Jiangsu Haili Wind Power Equipment Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 21952145408, 'fmt': '21.952B', 'longFmt': '21,952,145,408'}",3204037967,haili
688326.SS,"Beijing Jingwei Hirain Technologies Co., Inc.",EQUITY,CNY,china,"{'raw': 21892800512, 'fmt': '21.893B', 'longFmt': '21,892,800,512'}",3195376249,jingwei
000688.SZ,"GuoCheng Mining CO.,LTD",EQUITY,CNY,china,"{'raw': 21870469120, 'fmt': '21.87B', 'longFmt': '21,870,469,120'}",3192116858,guocheng
300432.SZ,"Mianyang Fulin Precision Co.,Ltd.",EQUITY,CNY,china,"{'raw': 21786927104, 'fmt': '21.787B', 'longFmt': '21,786,927,104'}",3179923435,"mianyang,fulin"
002152.SZ,"GRG Banking Equipment Co., Ltd.",EQUITY,CNY,china,"{'raw': 21779243008, 'fmt': '21.779B', 'longFmt': '21,779,243,008'}",3178801898,grg
300803.SZ,"Beijing Compass Technology Development Co., Ltd.",EQUITY,CNY,china,"{'raw': 21736062976, 'fmt': '21.736B', 'longFmt': '21,736,062,976'}",3172499532,"beijing,compass"
003031.SZ,"Hebei Sinopack Electronic Technology Co.,Ltd.",EQUITY,CNY,china,"{'raw': 21596622848, 'fmt': '21.597B', 'longFmt': '21,596,622,848'}",3152147468,sinopack
300428.SZ,"Lizhong Sitong Light Alloys Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 21686038528, 'fmt': '21.686B', 'longFmt': '21,686,038,528'}",3165198185,lizhong
600098.SS,Guangzhou Development Group Incorporated,EQUITY,CNY,china,"{'raw': 21654206464, 'fmt': '21.654B', 'longFmt': '21,654,206,464'}",3160552118,"guangzhou,development"
300679.SZ,"Electric Connector Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 21559558144, 'fmt': '21.56B', 'longFmt': '21,559,558,144'}",3146737668,"electric,connector"
688520.SS,Sinocelltech Group Limited,EQUITY,CNY,china,"{'raw': 21483831296, 'fmt': '21.484B', 'longFmt': '21,483,831,296'}",3135684913,sinocelltech
002138.SZ,"Shenzhen Sunlord Electronics Co.,Ltd.",EQUITY,CNY,china,"{'raw': 21504501760, 'fmt': '21.505B', 'longFmt': '21,504,501,760'}",3138701882,sunlord
600909.SS,"Huaan Securities Co., Ltd.",EQUITY,CNY,china,"{'raw': 21515282432, 'fmt': '21.515B', 'longFmt': '21,515,282,432'}",3140275381,huaan
002245.SZ,Jiangsu Azure Corporation,EQUITY,CNY,china,"{'raw': 21439651840, 'fmt': '21.44B', 'longFmt': '21,439,651,840'}",3129236675,"jiangsu,azure"
002690.SZ,Hefei Meyer Optoelectronic Technology Inc.,EQUITY,CNY,china,"{'raw': 21514649600, 'fmt': '21.515B', 'longFmt': '21,514,649,600'}",3140183016,"hefei,meyer"
601106.SS,China First Heavy Industries,EQUITY,CNY,china,"{'raw': 21190541312, 'fmt': '21.191B', 'longFmt': '21,190,541,312'}",3092877605,"china,first"
600808.SS,Maanshan Iron & Steel Company Limited,EQUITY,CNY,china,"{'raw': 21117114368, 'fmt': '21.117B', 'longFmt': '21,117,114,368'}",3082160533,maanshan
601908.SS,"Beijing Jingyuntong Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 21987000320, 'fmt': '21.987B', 'longFmt': '21,987,000,320'}",3209125236,jingyuntong
600057.SS,"Xiamen Xiangyu Co., Ltd.",EQUITY,CNY,china,"{'raw': 21098280960, 'fmt': '21.098B', 'longFmt': '21,098,280,960'}",3079411692,xiangyu
601611.SS,China Nuclear Engineering Corporation Limited,EQUITY,CNY,china,"{'raw': 21030281216, 'fmt': '21.03B', 'longFmt': '21,030,281,216'}",3069486751,"china,nuclear"
601212.SS,"Baiyin Nonferrous Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 21029545984, 'fmt': '21.03B', 'longFmt': '21,029,545,984'}",3069379440,"baiyin,nonferrous"
000818.SZ,"Hangjin Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 20979128320, 'fmt': '20.979B', 'longFmt': '20,979,128,320'}",3062020700,hangjin
300777.SZ,"Sinofibers Technology Co.,Ltd.",EQUITY,CNY,china,"{'raw': 20945750016, 'fmt': '20.946B', 'longFmt': '20,945,750,016'}",3057148951,sinofibers
000739.SZ,"Apeloa Pharmaceutical Co.,Ltd",EQUITY,CNY,china,"{'raw': 21744302080, 'fmt': '21.744B', 'longFmt': '21,744,302,080'}",3173702075,apeloa
600500.SS,Sinochem International Corporation,EQUITY,CNY,china,"{'raw': 20924010496, 'fmt': '20.924B', 'longFmt': '20,924,010,496'}",3053975947,sinochem
600008.SS,"Beijing Capital Eco-environment Protection Group Co.,ltd.",EQUITY,CNY,china,"{'raw': 20920680448, 'fmt': '20.921B', 'longFmt': '20,920,680,448'}",3053489908,eco-environment
601128.SS,"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",EQUITY,CNY,china,"{'raw': 20803127296, 'fmt': '20.803B', 'longFmt': '20,803,127,296'}",3036332370,"jiangsu,changshu"
603728.SS,"Shanghai MOONS' Electric Co.,Ltd.",EQUITY,CNY,china,"{'raw': 20835981312, 'fmt': '20.836B', 'longFmt': '20,835,981,312'}",3041127597,moons'
601928.SS,Jiangsu Phoenix Publishing & Media Corporation Limited,EQUITY,CNY,china,"{'raw': 20766384128, 'fmt': '20.766B', 'longFmt': '20,766,384,128'}",3030969500,"jiangsu,phoenix"
300666.SZ,"Konfoong Materials International Co., Ltd",EQUITY,CNY,china,"{'raw': 20745080832, 'fmt': '20.745B', 'longFmt': '20,745,080,832'}",3027860165,konfoong
601369.SS,"Xi'an Shaangu Power Co., Ltd.",EQUITY,CNY,china,"{'raw': 20702294016, 'fmt': '20.702B', 'longFmt': '20,702,294,016'}",3021615191,shaangu
600095.SS,"Xiangcai Co.,Ltd",EQUITY,CNY,china,"{'raw': 20698460160, 'fmt': '20.698B', 'longFmt': '20,698,460,160'}",3021055618,xiangcai
600777.SS,Shandong Xinchao Energy Corporation Limited,EQUITY,CNY,china,"{'raw': 20605515776, 'fmt': '20.606B', 'longFmt': '20,605,515,776'}",3007489867,xinchao
000902.SZ,"Xinyangfeng Agricultural Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 20637665280, 'fmt': '20.638B', 'longFmt': '20,637,665,280'}",3012182267,xinyangfeng
600582.SS,Tiandi Science & Technology Co.Ltd,EQUITY,CNY,china,"{'raw': 20610177024, 'fmt': '20.61B', 'longFmt': '20,610,177,024'}",3008170203,tiandi
603087.SS,Gan & Lee Pharmaceuticals.,EQUITY,CNY,china,"{'raw': 20569208832, 'fmt': '20.569B', 'longFmt': '20,569,208,832'}",3002190667,"gan,&"
002335.SZ,"Kehua Data Co., Ltd.",EQUITY,CNY,china,"{'raw': 20535117824, 'fmt': '20.535B', 'longFmt': '20,535,117,824'}",2997214894,kehua
688050.SS,"Eyebright Medical Technology (Beijing) Co., Ltd.",EQUITY,CNY,china,"{'raw': 20435892224, 'fmt': '20.436B', 'longFmt': '20,435,892,224'}",2982732365,"eyebright,medical"
601228.SS,Guangzhou Port Company Limited,EQUITY,CNY,china,"{'raw': 20499425280, 'fmt': '20.499B', 'longFmt': '20,499,425,280'}",2992005368,"guangzhou,port"
000875.SZ,"Jilin Electric Power Co.,Ltd.",EQUITY,CNY,china,"{'raw': 20424337408, 'fmt': '20.424B', 'longFmt': '20,424,337,408'}",2981045875,"jilin,electric"
300775.SZ,"Xi'an Triangle Defense Co.,Ltd",EQUITY,CNY,china,"{'raw': 20430987264, 'fmt': '20.431B', 'longFmt': '20,430,987,264'}",2982016458,"xi'an,triangle"
002505.SZ,"Pengdu Agriculture & Animal Husbandry Co.,Ltd.",EQUITY,CNY,china,"{'raw': 20270147584, 'fmt': '20.27B', 'longFmt': '20,270,147,584'}",2958541011,pengdu
603858.SS,"Shandong Buchang Pharmaceuticals Co., Ltd.",EQUITY,CNY,china,"{'raw': 20240214016, 'fmt': '20.24B', 'longFmt': '20,240,214,016'}",2954172040,buchang
002653.SZ,"Haisco Pharmaceutical Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 20199956480, 'fmt': '20.2B', 'longFmt': '20,199,956,480'}",2948296228,haisco
600297.SS,"China Grand Automotive Services Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 20194375680, 'fmt': '20.194B', 'longFmt': '20,194,375,680'}",2947481679,"china,grand"
200581.SZ,"Weifu High-Technology Group Co., Ltd.",EQUITY,HKD,china,"{'raw': 20186595328, 'fmt': '20.187B', 'longFmt': '20,186,595,328'}",2946346093,weifu
600380.SS,"Joincare Pharmaceutical Group Industry Co.,Ltd.",EQUITY,CNY,china,"{'raw': 20198144000, 'fmt': '20.198B', 'longFmt': '20,198,144,000'}",2948031686,joincare
688002.SS,"Raytron Technology Co.,Ltd.",EQUITY,CNY,china,"{'raw': 20200427520, 'fmt': '20.2B', 'longFmt': '20,200,427,520'}",2948364979,raytron
601997.SS,"Bank of Guiyang Co.,Ltd.",EQUITY,CNY,china,"{'raw': 20109099008, 'fmt': '20.109B', 'longFmt': '20,109,099,008'}",2935035073,"bank,of,guiyang"
300070.SZ,"Beijing Originwater Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 20078123008, 'fmt': '20.078B', 'longFmt': '20,078,123,008'}",2930513954,originwater
301236.SZ,"iSoftStone Information Technology (Group) Co., Ltd.",EQUITY,CNY,china,"{'raw': 20094349312, 'fmt': '20.094B', 'longFmt': '20,094,349,312'}",2932882273,isoftstone
300001.SZ,"Qingdao TGOOD Electric Co., Ltd.",EQUITY,CNY,china,"{'raw': 20064888832, 'fmt': '20.065B', 'longFmt': '20,064,888,832'}",2928582352,tgood
002465.SZ,Guangzhou Haige Communications Group Incorporated Company,EQUITY,CNY,china,"{'raw': 20025669632, 'fmt': '20.026B', 'longFmt': '20,025,669,632'}",2922858091,haige
601828.SS,Red Star Macalline Group Corporation Ltd.,EQUITY,CNY,china,"{'raw': 19994157056, 'fmt': '19.994B', 'longFmt': '19,994,157,056'}",2918258655,macalline
000564.SZ,"Ccoop Group Co., Ltd",EQUITY,CNY,china,"{'raw': 19930351616, 'fmt': '19.93B', 'longFmt': '19,930,351,616'}",2908945895,ccoop
688696.SS,"Chengdu Xgimi Technology Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19919900672, 'fmt': '19.92B', 'longFmt': '19,919,900,672'}",2907420522,xgimi
000021.SZ,"Shenzhen Kaifa Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 19959945216, 'fmt': '19.96B', 'longFmt': '19,959,945,216'}",2913265246,kaifa
600583.SS,"Offshore Oil Engineering Co.,Ltd",EQUITY,CNY,china,"{'raw': 19896121344, 'fmt': '19.896B', 'longFmt': '19,896,121,344'}",2903949796,"offshore,oil"
601952.SS,"Jiangsu Provincial Agricultural Reclamation and Development Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19843198976, 'fmt': '19.843B', 'longFmt': '19,843,198,976'}",2896225482,"jiangsu,provincial"
603489.SS,"Bafang Electric (Suzhou) Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19911514112, 'fmt': '19.912B', 'longFmt': '19,911,514,112'}",2906196457,"bafang,electric"
300457.SZ,"Shenzhen Yinghe Technology Co., Ltd",EQUITY,CNY,china,"{'raw': 19843385344, 'fmt': '19.843B', 'longFmt': '19,843,385,344'}",2896252683,yinghe
603228.SS,"Shenzhen Kinwong Electronic Co., Ltd.",EQUITY,CNY,china,"{'raw': 19815999488, 'fmt': '19.816B', 'longFmt': '19,815,999,488'}",2892255565,kinwong
002324.SZ,"Shanghai Pret Composites Co., Ltd.",EQUITY,CNY,china,"{'raw': 19774171136, 'fmt': '19.774B', 'longFmt': '19,774,171,136'}",2886150484,"shanghai,pret"
300761.SZ,"Jiangsu Lihua Animal Husbandry Co., Ltd.",EQUITY,CNY,china,"{'raw': 19685111808, 'fmt': '19.685B', 'longFmt': '19,685,111,808'}",2873151779,lihua
603444.SS,"G-bits Network Technology (Xiamen) Co., Ltd.",EQUITY,CNY,china,"{'raw': 19678431232, 'fmt': '19.678B', 'longFmt': '19,678,431,232'}",2872176711,g-bits
600739.SS,"Liaoning Cheng Da Co., Ltd.",EQUITY,CNY,china,"{'raw': 19672070144, 'fmt': '19.672B', 'longFmt': '19,672,070,144'}",2871248275,"liaoning,cheng"
603317.SS,"Sichuan Teway Food Group Co.,Ltd",EQUITY,CNY,china,"{'raw': 19671652352, 'fmt': '19.672B', 'longFmt': '19,671,652,352'}",2871187296,teway
301268.SZ,"Shenzhen Minglida Precision Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 19676489728, 'fmt': '19.676B', 'longFmt': '19,676,489,728'}",2871893338,minglida
600977.SS,"China Film Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19640842240, 'fmt': '19.641B', 'longFmt': '19,640,842,240'}",2866690388,"china,film"
002595.SZ,"Himile Mechanical Science and Technology (Shandong) Co., Ltd",EQUITY,CNY,china,"{'raw': 19663998976, 'fmt': '19.664B', 'longFmt': '19,663,998,976'}",2870070243,himile
688017.SS,"Leader Harmonious Drive Systems Co., Ltd.",EQUITY,CNY,china,"{'raw': 27529605120, 'fmt': '27.53B', 'longFmt': '27,529,605,120'}",4018099297,"leader,harmonious"
000636.SZ,"Guangdong Fenghua Advanced Technology (Holding) Co., Ltd.",EQUITY,CNY,china,"{'raw': 19588179968, 'fmt': '19.588B', 'longFmt': '19,588,179,968'}",2859004036,fenghua
001308.SZ,"Shenzhen KTC Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 19595112448, 'fmt': '19.595B', 'longFmt': '19,595,112,448'}",2860015870,ktc
002399.SZ,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 19568232448, 'fmt': '19.568B', 'longFmt': '19,568,232,448'}",2856092585,hepalink
601665.SS,"QILU BANK CO., LTD.",EQUITY,CNY,china,"{'raw': 19560144896, 'fmt': '19.56B', 'longFmt': '19,560,144,896'}",2854912161,qilu
300393.SZ,"Jolywood (Suzhou) Sunwatt Co., Ltd.",EQUITY,CNY,china,"{'raw': 19602442240, 'fmt': '19.602B', 'longFmt': '19,602,442,240'}",2861085694,jolywood
000750.SZ,"Sealand Securities Co., Ltd.",EQUITY,CNY,china,"{'raw': 19545862144, 'fmt': '19.546B', 'longFmt': '19,545,862,144'}",2852827514,sealand
688798.SS,"Shanghai Awinic Technology Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19405400064, 'fmt': '19.405B', 'longFmt': '19,405,400,064'}",2832326291,awinic
002456.SZ,"OFILM Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 19449184256, 'fmt': '19.449B', 'longFmt': '19,449,184,256'}",2838716838,ofilm
603338.SS,"Zhejiang Dingli Machinery Co.,Ltd",EQUITY,CNY,china,"{'raw': 19438698496, 'fmt': '19.439B', 'longFmt': '19,438,698,496'}",2837186382,"zhejiang,dingli"
688739.SS,"Liaoning Chengda Biotechnology Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19402403840, 'fmt': '19.402B', 'longFmt': '19,402,403,840'}",2831888975,chengda
300346.SZ,"Jiangsu Nata Opto-electronic Material Co., Ltd.",EQUITY,CNY,china,"{'raw': 19405867008, 'fmt': '19.406B', 'longFmt': '19,405,867,008'}",2832394444,opto-electronic
601869.SS,Yangtze Optical Fibre And Cable Joint Stock Limited Company,EQUITY,CNY,china,"{'raw': 19394711552, 'fmt': '19.395B', 'longFmt': '19,394,711,552'}",2830766243,"yangtze,optical"
002041.SZ,"ShanDongDenghai Seeds Co.,Ltd",EQUITY,CNY,china,"{'raw': 19360000000, 'fmt': '19.36B', 'longFmt': '19,360,000,000'}",2825699898,shandongdenghai
601099.SS,"The Pacific Securities Co., Ltd",EQUITY,CNY,china,"{'raw': 19358347264, 'fmt': '19.358B', 'longFmt': '19,358,347,264'}",2825458672,"pacific,securities"
300035.SZ,"Hunan Zhongke Electric Co., Ltd.",EQUITY,CNY,china,"{'raw': 19297937408, 'fmt': '19.298B', 'longFmt': '19,297,937,408'}",2816641517,zhongke
603588.SS,"Beijing GeoEnviron Engineering & Technology, Inc.",EQUITY,CNY,china,"{'raw': 19320932352, 'fmt': '19.321B', 'longFmt': '19,320,932,352'}",2819997757,geoenviron
601222.SS,"Jiangsu Linyang Energy Co., Ltd.",EQUITY,CNY,china,"{'raw': 19344996352, 'fmt': '19.345B', 'longFmt': '19,344,996,352'}",2823510032,linyang
002024.SZ,"Suning.com Co., Ltd.",EQUITY,CNY,china,"{'raw': 19364882432, 'fmt': '19.365B', 'longFmt': '19,364,882,432'}",2826412516,suningcom
300747.SZ,"Wuhan Raycus Fiber Laser Technologies Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19275370496, 'fmt': '19.275B', 'longFmt': '19,275,370,496'}",2813347751,raycus
600246.SS,"Vantone Neo Development Group Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19266613248, 'fmt': '19.267B', 'longFmt': '19,266,613,248'}",2812069581,vantone
300821.SZ,"Shandong Dongyue Organosilicon Materials Co., Ltd.",EQUITY,CNY,china,"{'raw': 19248001024, 'fmt': '19.248B', 'longFmt': '19,248,001,024'}",2809353024,dongyue
688019.SS,"Anji Microelectronics Technology (Shanghai) Co., Ltd.",EQUITY,CNY,china,"{'raw': 19250604032, 'fmt': '19.251B', 'longFmt': '19,250,604,032'}",2809732947,anji
000878.SZ,"Yunnan Copper Co., Ltd.",EQUITY,CNY,china,"{'raw': 19206383616, 'fmt': '19.206B', 'longFmt': '19,206,383,616'}",2803278731,"yunnan,copper"
600827.SS,"Shanghai Bailian (Group) Co., Ltd.",EQUITY,CNY,china,"{'raw': 19204044800, 'fmt': '19.204B', 'longFmt': '19,204,044,800'}",2802937368,bailian
603650.SS,"Red Avenue New Materials Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 19189102592, 'fmt': '19.189B', 'longFmt': '19,189,102,592'}",2800756469,"red,avenue"
600773.SS,"Tibet Urban Development and Investment Co.,LTD",EQUITY,CNY,china,"{'raw': 19229245440, 'fmt': '19.229B', 'longFmt': '19,229,245,440'}",2806615542,"tibet,urban"
600271.SS,Aisino Corporation,EQUITY,CNY,china,"{'raw': 19158779904, 'fmt': '19.159B', 'longFmt': '19,158,779,904'}",2796330704,aisino
603355.SS,"Kingclean Electric Co.,Ltd",EQUITY,CNY,china,"{'raw': 19177078784, 'fmt': '19.177B', 'longFmt': '19,177,078,784'}",2799001527,kingclean
600062.SS,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19164319744, 'fmt': '19.164B', 'longFmt': '19,164,319,744'}",2797139274,double-crane
601118.SS,"China Hainan Rubber Industry Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 19129051136, 'fmt': '19.129B', 'longFmt': '19,129,051,136'}",2791991624,"china,hainan"
600935.SS,"Anhui Hwasu Co.,Ltd.",EQUITY,CNY,china,"{'raw': 19115329536, 'fmt': '19.115B', 'longFmt': '19,115,329,536'}",2789988880,hwasu
688559.SS,"Shenzhen Hymson Laser Intelligent Equipments Co., Ltd.",EQUITY,CNY,china,"{'raw': 19089330176, 'fmt': '19.089B', 'longFmt': '19,089,330,176'}",2786194129,hymson
600398.SS,"Hla Group Corp., Ltd.",EQUITY,CNY,china,"{'raw': 19049478144, 'fmt': '19.049B', 'longFmt': '19,049,478,144'}",2780377503,hla
300558.SZ,"Betta Pharmaceuticals Co., Ltd.",EQUITY,CNY,china,"{'raw': 19062816768, 'fmt': '19.063B', 'longFmt': '19,062,816,768'}",2782324349,"betta,pharmaceuticals"
600056.SS,"China Meheco Group Co., Ltd.",EQUITY,CNY,china,"{'raw': 19102388224, 'fmt': '19.102B', 'longFmt': '19,102,388,224'}",2788100024,meheco
300376.SZ,"East Group Co.,Ltd",EQUITY,CNY,china,"{'raw': 19020292096, 'fmt': '19.02B', 'longFmt': '19,020,292,096'}",2776117636,"east,group"
002250.SZ,"Lianhe Chemical Technology Co., Ltd.",EQUITY,CNY,china,"{'raw': 19018868736, 'fmt': '19.019B', 'longFmt': '19,018,868,736'}",2775909889,"lianhe,chemical"
002157.SZ,Jiangxi Zhengbang Technology Co.Ltd.,EQUITY,CNY,china,"{'raw': 18958759936, 'fmt': '18.959B', 'longFmt': '18,958,759,936'}",2767136675,zhengbang
600562.SS,"Glarun Technology Co.,Ltd",EQUITY,CNY,china,"{'raw': 18938363904, 'fmt': '18.938B', 'longFmt': '18,938,363,904'}",2764159760,glarun
002436.SZ,"Shenzhen Fastprint Circuit Tech Co., Ltd.",EQUITY,CNY,china,"{'raw': 18896709632, 'fmt': '18.897B', 'longFmt': '18,896,709,632'}",2758080087,fastprint
002092.SZ,"Xinjiang Zhongtai Chemical Co., Ltd.",EQUITY,CNY,china,"{'raw': 18881953792, 'fmt': '18.882B', 'longFmt': '18,881,953,792'}",2755926390,"xinjiang,zhongtai"
002065.SZ,"DHC Software Co.,Ltd.",EQUITY,CNY,china,"{'raw': 18880276480, 'fmt': '18.88B', 'longFmt': '18,880,276,480'}",2755681577,dhc
002036.SZ,"LianChuang Electronic Technology Co.,Ltd",EQUITY,CNY,china,"{'raw': 18907746304, 'fmt': '18.908B', 'longFmt': '18,907,746,304'}",2759690951,lianchuang
300244.SZ,"Dian Diagnostics Group Co.,Ltd.",EQUITY,CNY,china,"{'raw': 18786021376, 'fmt': '18.786B', 'longFmt': '18,786,021,376'}",2741924519,"dian,diagnostics"
002273.SZ,"Zhejiang Crystal-Optech Co., Ltd",EQUITY,CNY,china,"{'raw': 18787411968, 'fmt': '18.787B', 'longFmt': '18,787,411,968'}",2742127484,crystal-optech
600580.SS,"Wolong Electric Group Co.,Ltd.",EQUITY,CNY,china,"{'raw': 18618841088, 'fmt': '18.619B', 'longFmt': '18,618,841,088'}",2717523624,wolong
603733.SS,"Xianhe Co.,Ltd.",EQUITY,CNY,china,"{'raw': 18489432064, 'fmt': '18.489B', 'longFmt': '18,489,432,064'}",2698635656,xianhe
688331.SS,"RemeGen Co., Ltd.",EQUITY,CNY,china,"{'raw': 18397390848, 'fmt': '18.397B', 'longFmt': '18,397,390,848'}",2685201728,remegen
600328.SS,"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",EQUITY,CNY,china,"{'raw': 18451603456, 'fmt': '18.452B', 'longFmt': '18,451,603,456'}",2693114360,cnsig
000559.SZ,"Wanxiang Qianchao Co.,Ltd.",EQUITY,CNY,china,"{'raw': 18435147776, 'fmt': '18.435B', 'longFmt': '18,435,147,776'}",2690712562,wanxiang
603883.SS,LBX Pharmacy Chain Joint Stock Company,EQUITY,CNY,china,"{'raw': 18483630080, 'fmt': '18.484B', 'longFmt': '18,483,630,080'}",2697788824,lbx
688206.SS,"Primarius Technologies Co., Ltd.",EQUITY,CNY,china,"{'raw': 18358585344, 'fmt': '18.359B', 'longFmt': '18,358,585,344'}",2679537848,primarius
688408.SS,"Arctech Solar Holding Co., Ltd.",EQUITY,CNY,china,"{'raw': 18477596672, 'fmt': '18.478B', 'longFmt': '18,477,596,672'}",2696908215,arctech
300088.SZ,"Wuhu Token Sciences Co., Ltd.",EQUITY,CNY,china,"{'raw': 18387275776, 'fmt': '18.387B', 'longFmt': '18,387,275,776'}",2683725377,"wuhu,token"
600867.SS,"Tonghua Dongbao Pharmaceutical Co., Ltd.",EQUITY,CNY,china,"{'raw': 18365732864, 'fmt': '18.366B', 'longFmt': '18,365,732,864'}",2680581068,tonghua
600282.SS,"Nanjing Iron & Steel Co., Ltd.",EQUITY,CNY,china,"{'raw': 18427219968, 'fmt': '18.427B', 'longFmt': '18,427,219,968'}",2689555454,"nanjing,iron"
000981.SZ,"Yinyi Co., Ltd.",EQUITY,CNY,china,"{'raw': 18295369728, 'fmt': '18.295B', 'longFmt': '18,295,369,728'}",2670311177,yinyi
200012.SZ,"CSG Holding Co., Ltd.",EQUITY,HKD,china,"{'raw': 18261733376, 'fmt': '18.262B', 'longFmt': '18,261,733,376'}",2665401764,csg
200869.SZ,Yantai Changyu Pioneer Wine Company Limited,EQUITY,HKD,china,"{'raw': 18263785472, 'fmt': '18.264B', 'longFmt': '18,263,785,472'}",2665701278,changyu
600179.SS,"Antong Holdings Co., Ltd.",EQUITY,CNY,china,"{'raw': 18286245888, 'fmt': '18.286B', 'longFmt': '18,286,245,888'}",2668979501,antong
000686.SZ,"Northeast Securities Co., Ltd.",EQUITY,CNY,china,"{'raw': 18185295872, 'fmt': '18.185B', 'longFmt': '18,185,295,872'}",2654245284,"northeast,securities"
600316.SS,"Jiangxi Hongdu Aviation Industry Co., Ltd.",EQUITY,CNY,china,"{'raw': 18128642048, 'fmt': '18.129B', 'longFmt': '18,128,642,048'}",2645976343,hongdu
002439.SZ,Venustech Group Inc.,EQUITY,CNY,china,"{'raw': 18162032640, 'fmt': '18.162B', 'longFmt': '18,162,032,640'}",2650849886,venustech
002936.SZ,"Bank of Zhengzhou Co., Ltd.",EQUITY,CNY,china,"{'raw': 18175133696, 'fmt': '18.175B', 'longFmt': '18,175,133,696'}",2652762058,"bank,of,zhengzhou"
002541.SZ,"Anhui Honglu Steel Construction(Group) CO., LTD",EQUITY,CNY,china,"{'raw': 18057588736, 'fmt': '18.058B', 'longFmt': '18,057,588,736'}",2635605716,honglu
002044.SZ,"Meinian Onehealth Healthcare Holdings Co., Ltd.",EQUITY,CNY,china,"{'raw': 18044692480, 'fmt': '18.045B', 'longFmt': '18,044,692,480'}",2633723435,meinian
002948.SZ,"Bank of Qingdao Co., Ltd.",EQUITY,CNY,china,"{'raw': 17999552512, 'fmt': '18B', 'longFmt': '17,999,552,512'}",2627135005,"bank,of,qingdao"
600895.SS,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd.",EQUITY,CNY,china,"{'raw': 17995778048, 'fmt': '17.996B', 'longFmt': '17,995,778,048'}",2626584101,zhangjiang
600277.SS,Elion Energy Company Limited,EQUITY,CNY,china,"{'raw': 17945524224, 'fmt': '17.946B', 'longFmt': '17,945,524,224'}",2619249276,elion
603599.SS,"Anhui Guangxin Agrochemical Co., Ltd.",EQUITY,CNY,china,"{'raw': 17937756160, 'fmt': '17.938B', 'longFmt': '17,937,756,160'}",2618115483,guangxin
601975.SS,Nanjing Tanker Corporation,EQUITY,CNY,china,"{'raw': 17955287040, 'fmt': '17.955B', 'longFmt': '17,955,287,040'}",2620674213,"nanjing,tanker"
603379.SS,"Zhejiang Sanmei Chemical Industry Co., Ltd.",EQUITY,CNY,china,"{'raw': 17905348608, 'fmt': '17.905B', 'longFmt': '17,905,348,608'}",2613385420,sanmei
