symbol,shortName,longName,quoteType,currency,regularMarketPrice,regularMarketChange,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,trailingPE,fiftyTwoWeekLow,fiftyTwoWeekHigh,regularMarketOpen,priceHint,search_country,company_info,finance_info
XPBRA.MC,"PETROLEO BRASILEIRO,S.A. -PETRO",Petróleo Brasileiro S.A. - Petrobras,EQUITY,EUR,"{'raw': 6.8, 'fmt': '6.80'}","{'raw': -0.01999998, 'fmt': '-0.02'}","{'raw': -0.29325485, 'fmt': '-0.29%'}","{'raw': 7000, 'fmt': '7,000', 'longFmt': '7,000'}","{'raw': 7720, 'fmt': '7,720', 'longFmt': '7,720'}","{'raw': 97123729408, 'fmt': '97.124B', 'longFmt': '97,123,729,408'}","{'raw': 2.8691986, 'fmt': '2.87'}","{'raw': 3.94, 'fmt': '3.94'}","{'raw': 7.24, 'fmt': '7.24'}","{'raw': 6.8, 'fmt': '6.80'}",2,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'PETROLEO BRASILEIRO,S.A. -PETRO', 'longName': 'Petróleo Brasileiro S.A. - Petrobras', 'messageBoardId': 'finmb_409268', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': -0.29325485, 'regularMarketPrice': 6.8, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'twoHundredDayAverageChange': 1.1749353, 'twoHundredDayAverageChangePercent': 0.20887499, 'marketCap': 97123729408, 'priceToBook': 0.21605822, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 7720, 'averageDailyVolume10Day': 6583, 'fiftyTwoWeekLowChange': 2.8600001, 'fiftyTwoWeekLowChangePercent': 0.7258884, 'fiftyTwoWeekRange': '3.94 - 7.24', 'fiftyTwoWeekHighChange': -0.43999958, 'fiftyTwoWeekHighChangePercent': -0.060773425, 'fiftyTwoWeekLow': 3.94, 'fiftyTwoWeekHigh': 7.24, 'trailingAnnualDividendRate': 6.112, 'trailingPE': 2.8691986, 'trailingAnnualDividendYield': 0.89618766, 'epsTrailingTwelveMonths': 2.37, 'sharesOutstanding': 5601970176, 'bookValue': 31.473, 'fiftyDayAverage': 5.76859, 'fiftyDayAverageChange': 1.0314102, 'fiftyDayAverageChangePercent': 0.17879763, 'twoHundredDayAverage': 5.625065, 'firstTradeDateMilliseconds': 1026198000000, 'priceHint': 2, 'regularMarketChange': -0.01999998, 'regularMarketTime': 1661354554, 'regularMarketDayHigh': 6.8, 'regularMarketDayRange': '6.8 - 6.8', 'regularMarketDayLow': 6.8, 'regularMarketVolume': 7000, 'regularMarketPreviousClose': 6.82, 'bid': 5.75, 'ask': 6.94, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'BRL', 'regularMarketOpen': 6.8, 'symbol': 'XPBRA.MC'}"
XPBR.MC,"PETROLEO BRASILEIRO,S.A. -PETRO",Petróleo Brasileiro S.A. - Petrobras,EQUITY,EUR,"{'raw': 7.5, 'fmt': '7.50'}","{'raw': -0.01999998, 'fmt': '-0.02'}","{'raw': -0.2659572, 'fmt': '-0.27%'}","{'raw': 100, 'fmt': '100', 'longFmt': '100'}","{'raw': 18625, 'fmt': '18,625', 'longFmt': '18,625'}","{'raw': 90553499648, 'fmt': '90.553B', 'longFmt': '90,553,499,648'}","{'raw': 3.1645572, 'fmt': '3.16'}","{'raw': 4.05, 'fmt': '4.05'}","{'raw': 8, 'fmt': '8.00'}","{'raw': 7.5, 'fmt': '7.50'}",2,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'PETROLEO BRASILEIRO,S.A. -PETRO', 'longName': 'Petróleo Brasileiro S.A. - Petrobras', 'messageBoardId': 'finmb_409268', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': -0.2659572, 'regularMarketPrice': 7.5, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'twoHundredDayAverageChange': 1.3760748, 'twoHundredDayAverageChangePercent': 0.2247047, 'marketCap': 90553499648, 'priceToBook': 0.2382995, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 18625, 'averageDailyVolume10Day': 3674, 'fiftyTwoWeekLowChange': 3.4499998, 'fiftyTwoWeekLowChangePercent': 0.85185176, 'fiftyTwoWeekRange': '4.05 - 8.0', 'fiftyTwoWeekHighChange': -0.5, 'fiftyTwoWeekHighChangePercent': -0.0625, 'fiftyTwoWeekLow': 4.05, 'fiftyTwoWeekHigh': 8.0, 'trailingAnnualDividendRate': 6.112, 'trailingPE': 3.1645572, 'trailingAnnualDividendYield': 0.81276596, 'epsTrailingTwelveMonths': 2.37, 'sharesOutstanding': 7442229760, 'bookValue': 31.473, 'fiftyDayAverage': 6.3134, 'fiftyDayAverageChange': 1.1866002, 'fiftyDayAverageChangePercent': 0.18794948, 'twoHundredDayAverage': 6.123925, 'firstTradeDateMilliseconds': 1026198000000, 'priceHint': 2, 'regularMarketChange': -0.01999998, 'regularMarketTime': 1661265220, 'regularMarketDayHigh': 7.5, 'regularMarketDayRange': '7.5 - 7.5', 'regularMarketDayLow': 7.5, 'regularMarketVolume': 100, 'regularMarketPreviousClose': 7.52, 'bid': 6.25, 'ask': 7.66, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'BRL', 'regularMarketOpen': 7.5, 'symbol': 'XPBR.MC'}"
AIR.MC,AIRBUS,Airbus SE,EQUITY,EUR,"{'raw': 104.62, 'fmt': '104.62'}","{'raw': 1.4200058, 'fmt': '1.42'}","{'raw': 1.3759747, 'fmt': '1.38%'}","{'raw': 369, 'fmt': '369', 'longFmt': '369'}","{'raw': 6432, 'fmt': '6,432', 'longFmt': '6,432'}","{'raw': 82386993152, 'fmt': '82.387B', 'longFmt': '82,386,993,152'}","{'raw': 21.795834, 'fmt': '21.80'}","{'raw': 88.91, 'fmt': '88.91'}","{'raw': 121, 'fmt': '121.00'}","{'raw': 104.24, 'fmt': '104.24'}",2,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'AIRBUS', 'longName': 'Airbus SE', 'messageBoardId': 'finmb_561001', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': 1.3759747, 'regularMarketPrice': 104.62, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'averageAnalystRating': '1.0 - Strong Buy', 'twoHundredDayAverageChange': -1.888298, 'twoHundredDayAverageChangePercent': -0.017729117, 'marketCap': 82386993152, 'forwardPE': 18.4515, 'priceToBook': 9.492786, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 6432, 'averageDailyVolume10Day': 3429, 'fiftyTwoWeekLowChange': 15.709999, 'fiftyTwoWeekLowChangePercent': 0.17669551, 'fiftyTwoWeekRange': '88.91 - 121.0', 'fiftyTwoWeekHighChange': -16.379997, 'fiftyTwoWeekHighChangePercent': -0.13537188, 'fiftyTwoWeekLow': 88.91, 'fiftyTwoWeekHigh': 121.0, 'trailingAnnualDividendRate': 1.5, 'trailingPE': 21.795834, 'trailingAnnualDividendYield': 0.014534884, 'epsTrailingTwelveMonths': 4.8, 'epsForward': 5.67, 'epsCurrentYear': 4.58, 'priceEpsCurrentYear': 22.842796, 'sharesOutstanding': 787488000, 'bookValue': 11.021, 'fiftyDayAverage': 100.955, 'fiftyDayAverageChange': 3.665001, 'fiftyDayAverageChangePercent': 0.03630331, 'twoHundredDayAverage': 106.5083, 'firstTradeDateMilliseconds': 963903600000, 'priceHint': 2, 'regularMarketChange': 1.4200058, 'regularMarketTime': 1661412632, 'regularMarketDayHigh': 104.62, 'regularMarketDayRange': '104.24 - 104.62', 'regularMarketDayLow': 104.24, 'regularMarketVolume': 369, 'regularMarketPreviousClose': 103.2, 'bid': 104.44, 'ask': 104.58, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'EUR', 'regularMarketOpen': 104.24, 'symbol': 'AIR.MC'}"
ITX.MC,INDUSTRIA DE DISE\O TEXTIL S.A.,"Industria de Diseño Textil, S.A.",EQUITY,EUR,"{'raw': 23.61, 'fmt': '23.61'}","{'raw': 0.010000229, 'fmt': '0.01'}","{'raw': 0.04237385, 'fmt': '0.04%'}","{'raw': 96575, 'fmt': '96,575', 'longFmt': '96,575'}","{'raw': 3361443, 'fmt': '3.361M', 'longFmt': '3,361,443'}","{'raw': 74258882560, 'fmt': '74.259B', 'longFmt': '74,258,882,560'}","{'raw': 20.530436, 'fmt': '20.53'}","{'raw': 18.545, 'fmt': '18.55'}","{'raw': 32.63, 'fmt': '32.63'}","{'raw': 23.7, 'fmt': '23.70'}",2,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'INDUSTRIA DE DISE\\O TEXTIL S.A.', 'longName': 'Industria de Diseño Textil, S.A.', 'messageBoardId': 'finmb_4392354', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': 0.04237385, 'regularMarketPrice': 23.61, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'averageAnalystRating': '2.3 - Buy', 'twoHundredDayAverageChange': -0.45629883, 'twoHundredDayAverageChangePercent': -0.018960074, 'marketCap': 74258882560, 'forwardPE': 17.48889, 'priceToBook': 4.8371234, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 3361443, 'averageDailyVolume10Day': 2283087, 'fiftyTwoWeekLowChange': 5.0650005, 'fiftyTwoWeekLowChangePercent': 0.27311948, 'fiftyTwoWeekRange': '18.545 - 32.63', 'fiftyTwoWeekHighChange': -9.02, 'fiftyTwoWeekHighChangePercent': -0.27643272, 'fiftyTwoWeekLow': 18.545, 'fiftyTwoWeekHigh': 32.63, 'earningsTimestamp': 1663137000, 'earningsTimestampStart': 1663137000, 'earningsTimestampEnd': 1663137000, 'trailingAnnualDividendRate': 0.0, 'trailingPE': 20.530436, 'trailingAnnualDividendYield': 0.0, 'epsTrailingTwelveMonths': 1.15, 'epsForward': 1.35, 'sharesOutstanding': 3114929920, 'bookValue': 4.881, 'fiftyDayAverage': 23.591, 'fiftyDayAverageChange': 0.019001007, 'fiftyDayAverageChangePercent': 0.0008054346, 'twoHundredDayAverage': 24.0663, 'firstTradeDateMilliseconds': 990687600000, 'priceHint': 2, 'regularMarketChange': 0.010000229, 'regularMarketTime': 1661412786, 'regularMarketDayHigh': 23.82, 'regularMarketDayRange': '23.6 - 23.82', 'regularMarketDayLow': 23.6, 'regularMarketVolume': 96575, 'regularMarketPreviousClose': 23.6, 'bid': 23.61, 'ask': 23.62, 'fullExchangeName': 'MCE', 'financialCurrency': 'EUR', 'regularMarketOpen': 23.7, 'symbol': 'ITX.MC'}"
XVALO.MC,"COMPANHIA VALE DO RIO DOCE, S.A",Vale S.A.,EQUITY,EUR,"{'raw': 14, 'fmt': '14.00'}","{'raw': 0.17000008, 'fmt': '0.17'}","{'raw': 1.2292124, 'fmt': '1.23%'}","{'raw': 3580, 'fmt': '3,580', 'longFmt': '3,580'}","{'raw': 7550, 'fmt': '7,550', 'longFmt': '7,550'}","{'raw': 66629922816, 'fmt': '66.63B', 'longFmt': '66,629,922,816'}","{'raw': 3.3175356, 'fmt': '3.32'}","{'raw': 10.16, 'fmt': '10.16'}","{'raw': 20.15, 'fmt': '20.15'}","{'raw': 13.68, 'fmt': '13.68'}",2,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'COMPANHIA VALE DO RIO DOCE, S.A', 'longName': 'Vale S.A.', 'messageBoardId': 'finmb_874225', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': 1.2292124, 'regularMarketPrice': 14.0, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'twoHundredDayAverageChange': -0.82474995, 'twoHundredDayAverageChangePercent': -0.055633314, 'marketCap': 66629922816, 'priceToBook': 0.3456705, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 7550, 'averageDailyVolume10Day': 9435, 'fiftyTwoWeekLowChange': 3.8400002, 'fiftyTwoWeekLowChangePercent': 0.37795278, 'fiftyTwoWeekRange': '10.16 - 20.15', 'fiftyTwoWeekHighChange': -6.1499996, 'fiftyTwoWeekHighChangePercent': -0.30521092, 'fiftyTwoWeekLow': 10.16, 'fiftyTwoWeekHigh': 20.15, 'trailingAnnualDividendRate': 7.291, 'trailingPE': 3.3175356, 'trailingAnnualDividendYield': 0.5271873, 'epsTrailingTwelveMonths': 4.22, 'sharesOutstanding': 4759280128, 'bookValue': 40.501, 'fiftyDayAverage': 13.5808, 'fiftyDayAverageChange': 0.41919994, 'fiftyDayAverageChangePercent': 0.030867102, 'twoHundredDayAverage': 14.82475, 'firstTradeDateMilliseconds': 1016784000000, 'priceHint': 2, 'regularMarketChange': 0.17000008, 'regularMarketTime': 1661352972, 'regularMarketDayHigh': 14.0, 'regularMarketDayRange': '13.432 - 14.0', 'regularMarketDayLow': 13.432, 'regularMarketVolume': 3580, 'regularMarketPreviousClose': 13.83, 'bid': 12.0, 'ask': 12.0, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'BRL', 'regularMarketOpen': 13.68, 'symbol': 'XVALO.MC'}"
IBE.MC,ACCIONES IBERDROLA,"Iberdrola, S.A.",EQUITY,EUR,"{'raw': 11.015, 'fmt': '11.02'}","{'raw': 0.10000038, 'fmt': '0.10'}","{'raw': 0.91617393, 'fmt': '0.92%'}","{'raw': 441162, 'fmt': '441,162', 'longFmt': '441,162'}","{'raw': 12974253, 'fmt': '12.974M', 'longFmt': '12,974,253'}","{'raw': 67332603904, 'fmt': '67.333B', 'longFmt': '67,332,603,904'}","{'raw': 16.19853, 'fmt': '16.20'}","{'raw': 8.472, 'fmt': '8.47'}","{'raw': 11.485, 'fmt': '11.48'}","{'raw': 10.925, 'fmt': '10.93'}",2,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'ACCIONES IBERDROLA', 'longName': 'Iberdrola, S.A.', 'messageBoardId': 'finmb_517300', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': 0.91617393, 'regularMarketPrice': 11.015, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'averageAnalystRating': '2.0 - Buy', 'twoHundredDayAverageChange': 0.8343153, 'twoHundredDayAverageChangePercent': 0.0819508, 'marketCap': 67332603904, 'forwardPE': 15.963769, 'priceToBook': 1.5606405, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 12974253, 'averageDailyVolume10Day': 8779161, 'fiftyTwoWeekLowChange': 2.5430002, 'fiftyTwoWeekLowChangePercent': 0.30016527, 'fiftyTwoWeekRange': '8.472 - 11.485', 'fiftyTwoWeekHighChange': -0.4699993, 'fiftyTwoWeekHighChangePercent': -0.040922884, 'fiftyTwoWeekLow': 8.472, 'fiftyTwoWeekHigh': 11.485, 'earningsTimestamp': 1666765800, 'earningsTimestampStart': 1666765800, 'earningsTimestampEnd': 1666765800, 'trailingAnnualDividendRate': 0.445, 'trailingPE': 16.19853, 'trailingAnnualDividendYield': 0.040769584, 'epsTrailingTwelveMonths': 0.68, 'epsForward': 0.69, 'epsCurrentYear': 0.64, 'priceEpsCurrentYear': 17.210938, 'sharesOutstanding': 6112809984, 'bookValue': 7.058, 'fiftyDayAverage': 10.26582, 'fiftyDayAverageChange': 0.7491808, 'fiftyDayAverageChangePercent': 0.072978176, 'twoHundredDayAverage': 10.180685, 'firstTradeDateMilliseconds': 946886400000, 'priceHint': 2, 'regularMarketChange': 0.10000038, 'regularMarketTime': 1661412651, 'regularMarketDayHigh': 11.035, 'regularMarketDayRange': '10.92 - 11.035', 'regularMarketDayLow': 10.92, 'regularMarketVolume': 441162, 'regularMarketPreviousClose': 10.915, 'bid': 11.015, 'ask': 11.02, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'EUR', 'regularMarketOpen': 10.925, 'symbol': 'IBE.MC'}"
XAMXL.MC,"AMERICA MOVIL, S.A.B. DE C.V. S","América Móvil, S.A.B. de C.V.",EQUITY,EUR,"{'raw': 0.935, 'fmt': '0.9350'}","{'raw': -0.004999995, 'fmt': '-0.0050'}","{'raw': -0.5319144, 'fmt': '-0.53%'}","{'raw': 16700, 'fmt': '16,700', 'longFmt': '16,700'}","{'raw': 1410, 'fmt': '1,410', 'longFmt': '1,410'}","{'raw': 60374540288, 'fmt': '60.375B', 'longFmt': '60,374,540,288'}","{'raw': 15.583334, 'fmt': '15.58'}","{'raw': 0.7, 'fmt': '0.7000'}","{'raw': 1.06, 'fmt': '1.0600'}","{'raw': 0.87, 'fmt': '0.8700'}",4,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'AMERICA MOVIL, S.A.B. DE C.V. S', 'longName': 'América Móvil, S.A.B. de C.V.', 'messageBoardId': 'finmb_813607', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': -0.5319144, 'regularMarketPrice': 0.935, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'twoHundredDayAverageChange': 0.028625011, 'twoHundredDayAverageChangePercent': 0.031581864, 'marketCap': 60374540288, 'priceToBook': 0.15526403, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 1410, 'averageDailyVolume10Day': 2775, 'fiftyTwoWeekLowChange': 0.23500001, 'fiftyTwoWeekLowChangePercent': 0.3357143, 'fiftyTwoWeekRange': '0.7 - 1.06', 'fiftyTwoWeekHighChange': -0.12499994, 'fiftyTwoWeekHighChangePercent': -0.11792448, 'fiftyTwoWeekLow': 0.7, 'fiftyTwoWeekHigh': 1.06, 'trailingAnnualDividendRate': 0.44, 'trailingPE': 15.583334, 'trailingAnnualDividendYield': 0.4680851, 'epsTrailingTwelveMonths': 0.06, 'sharesOutstanding': 42716999680, 'bookValue': 6.022, 'fiftyDayAverage': 0.9401, 'fiftyDayAverageChange': -0.005100012, 'fiftyDayAverageChangePercent': -0.0054249675, 'twoHundredDayAverage': 0.906375, 'firstTradeDateMilliseconds': 957423600000, 'priceHint': 4, 'regularMarketChange': -0.004999995, 'regularMarketTime': 1661349861, 'regularMarketDayHigh': 0.945, 'regularMarketDayRange': '0.87 - 0.945', 'regularMarketDayLow': 0.87, 'regularMarketVolume': 16700, 'regularMarketPreviousClose': 0.94, 'bid': 0.925, 'ask': 0.95, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'MXN', 'regularMarketOpen': 0.87, 'symbol': 'XAMXL.MC'}"
SAN.MC,BANCO SANTANDER S.A.,"Banco Santander, S.A.",EQUITY,EUR,"{'raw': 2.488, 'fmt': '2.4880'}","{'raw': 0.014499903, 'fmt': '0.0145'}","{'raw': 0.5862099, 'fmt': '0.59%'}","{'raw': 1681626, 'fmt': '1.682M', 'longFmt': '1,681,626'}","{'raw': 41758286, 'fmt': '41.758M', 'longFmt': '41,758,286'}","{'raw': 41784463360, 'fmt': '41.784B', 'longFmt': '41,784,463,360'}","{'raw': 4.976, 'fmt': '4.98'}","{'raw': 2.324, 'fmt': '2.3240'}","{'raw': 3.482, 'fmt': '3.4820'}","{'raw': 2.4945, 'fmt': '2.4945'}",4,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'BANCO SANTANDER S.A.', 'longName': 'Banco Santander, S.A.', 'messageBoardId': 'finmb_323930', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': 0.5862099, 'regularMarketPrice': 2.488, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'averageAnalystRating': '2.2 - Buy', 'twoHundredDayAverageChange': -0.3959825, 'twoHundredDayAverageChangePercent': -0.13730407, 'marketCap': 41784463360, 'forwardPE': 4.607407, 'priceToBook': 0.4667042, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 41758286, 'averageDailyVolume10Day': 25792204, 'fiftyTwoWeekLowChange': 0.16400003, 'fiftyTwoWeekLowChangePercent': 0.070568, 'fiftyTwoWeekRange': '2.324 - 3.482', 'fiftyTwoWeekHighChange': -0.9940002, 'fiftyTwoWeekHighChangePercent': -0.28546816, 'fiftyTwoWeekLow': 2.324, 'fiftyTwoWeekHigh': 3.482, 'earningsTimestamp': 1666765800, 'earningsTimestampStart': 1666765800, 'earningsTimestampEnd': 1666765800, 'trailingAnnualDividendRate': 0.051, 'trailingPE': 4.976, 'trailingAnnualDividendYield': 0.020618556, 'epsTrailingTwelveMonths': 0.5, 'epsForward': 0.54, 'epsCurrentYear': 0.51, 'priceEpsCurrentYear': 4.8784313, 'sharesOutstanding': 16794399744, 'bookValue': 5.331, 'fiftyDayAverage': 2.56684, 'fiftyDayAverageChange': -0.07884002, 'fiftyDayAverageChangePercent': -0.030714817, 'twoHundredDayAverage': 2.8839824, 'firstTradeDateMilliseconds': 946886400000, 'priceHint': 4, 'regularMarketChange': 0.014499903, 'regularMarketTime': 1661412786, 'regularMarketDayHigh': 2.497, 'regularMarketDayRange': '2.4845 - 2.497', 'regularMarketDayLow': 2.4845, 'regularMarketVolume': 1681626, 'regularMarketPreviousClose': 2.4735, 'bid': 2.4865, 'ask': 2.488, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'EUR', 'regularMarketOpen': 2.4945, 'symbol': 'SAN.MC'}"
XBBDC.MC,"BANCO BRADESCO, S.A., PREFERENT",Banco Bradesco S.A.,EQUITY,EUR,"{'raw': 3.74, 'fmt': '3.7400'}","{'raw': -0.059999943, 'fmt': '-0.0600'}","{'raw': -1.5789459, 'fmt': '-1.58%'}","{'raw': 3500, 'fmt': '3,500', 'longFmt': '3,500'}","{'raw': 714, 'fmt': '714', 'longFmt': '714'}","{'raw': 36409384960, 'fmt': '36.409B', 'longFmt': '36,409,384,960'}","{'raw': 8.130435, 'fmt': '8.13'}","{'raw': 2.98, 'fmt': '2.9800'}","{'raw': 4.4, 'fmt': '4.4000'}","{'raw': 3.74, 'fmt': '3.7400'}",4,spain,0,"{'language': 'en-US', 'region': 'US', 'quoteType': 'EQUITY', 'typeDisp': 'Equity', 'quoteSourceName': 'Delayed Quote', 'triggerable': False, 'customPriceAlertConfidence': 'LOW', 'currency': 'EUR', 'exchange': 'MCE', 'shortName': 'BANCO BRADESCO, S.A., PREFERENT', 'longName': 'Banco Bradesco S.A.', 'messageBoardId': 'finmb_877263', 'exchangeTimezoneName': 'Europe/Madrid', 'exchangeTimezoneShortName': 'CEST', 'gmtOffSetMilliseconds': 7200000, 'market': 'es_market', 'esgPopulated': False, 'marketState': 'REGULAR', 'regularMarketChangePercent': -1.5789459, 'regularMarketPrice': 3.74, 'sourceInterval': 15, 'exchangeDataDelayedBy': 15, 'twoHundredDayAverageChange': 0.21729994, 'twoHundredDayAverageChangePercent': 0.06168562, 'marketCap': 36409384960, 'priceToBook': 0.25482047, 'tradeable': False, 'cryptoTradeable': False, 'averageDailyVolume3Month': 714, 'averageDailyVolume10Day': 460, 'fiftyTwoWeekLowChange': 0.76, 'fiftyTwoWeekLowChangePercent': 0.25503355, 'fiftyTwoWeekRange': '2.98 - 4.4', 'fiftyTwoWeekHighChange': -0.6600001, 'fiftyTwoWeekHighChangePercent': -0.15000002, 'fiftyTwoWeekLow': 2.98, 'fiftyTwoWeekHigh': 4.4, 'trailingAnnualDividendRate': 0.519, 'trailingPE': 8.130435, 'trailingAnnualDividendYield': 0.13657895, 'epsTrailingTwelveMonths': 0.46, 'sharesOutstanding': 5320090112, 'bookValue': 14.677, 'fiftyDayAverage': 3.2916, 'fiftyDayAverageChange': 0.44840002, 'fiftyDayAverageChangePercent': 0.13622555, 'twoHundredDayAverage': 3.5227, 'firstTradeDateMilliseconds': 1009958400000, 'priceHint': 4, 'regularMarketChange': -0.059999943, 'regularMarketTime': 1661346218, 'regularMarketDayHigh': 3.74, 'regularMarketDayRange': '3.74 - 3.74', 'regularMarketDayLow': 3.74, 'regularMarketVolume': 3500, 'regularMarketPreviousClose': 3.8, 'bid': 3.76, 'ask': 3.84, 'bidSize': 0, 'askSize': 0, 'fullExchangeName': 'MCE', 'financialCurrency': 'BRL', 'regularMarketOpen': 3.74, 'symbol': 'XBBDC.MC'}"
